churn_rate,node_count,duration,faulty_rate,object_count,chunk_n,chunk_k,fragment_n,fragment_k,cache_sec,targeted_count,data_lost,targeted,repair,alive_count
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089979,94
4,100000,315360000,0.56,100,10,8,80,32,0,0,100,0,4138,0
4,100000,315360000,0.52,100,100,100,3,1,4294967295,0,100,0,110.61000000001968,0
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1501989.125,94
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,702.3899999995062,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,556701.125,0
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045088,95
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,115690.625,0
4,100000,315360000,0.39999998,100,10,8,120,32,0,0,0,0,2000070.625,64
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502061.125,94
4,100000,315360000,0.32,100,10,8,100,32,0,0,0,0,1471620.375,58
4,100000,315360000,0.35999998,100,10,8,100,32,0,0,0,0,1563296.25,46
4,100000,315360000,0.39999998,100,10,8,100,32,0,0,0,0,1659602.125,47
4,100000,315360000,0,100,10,8,80,32,0,0,0,0,803131.375,80
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502054.75,90
4,100000,315360000,0.35999998,100,10,8,100,32,0,0,0,0,1563318,62
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,107218.5,0
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,84934.25,0
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502009.75,90
4,100000,315360000,0.56,100,10,8,100,32,0,0,100,0,34895.25,0
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,687.26999999952,0
4,100000,315360000,0.16,100,100,100,3,1,4294967295,0,100,0,978.3899999992552,0
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089948.125,88
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1090011.25,91
4,100000,315360000,0.32,100,100,100,3,1,4294967295,0,100,0,339.82999999983593,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,484631.875,0
4,100000,315360000,0.52,100,10,8,120,32,0,0,91,0,1821812.875,46
4,100000,315360000,0.35999998,100,10,8,100,32,0,0,0,0,1563298.375,59
4,100000,315360000,0.32,100,10,8,100,32,0,0,0,0,1471591.625,61
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,695.1499999995128,0
4,100000,315360000,0.16,100,10,8,100,32,0,0,0,0,1192825.375,81
4,100000,315360000,0.12,100,10,8,100,32,0,0,0,0,1139086.25,92
4,100000,315360000,0,100,10,8,120,32,0,0,0,0,1204340.125,120
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,530.2399999996628,0
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,13489,0
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,715.5599999994943,0
4,100000,315360000,0.16,100,10,8,120,32,0,0,0,0,1431035,89
4,100000,315360000,0.32,100,10,8,100,32,0,0,0,0,1471642.75,68
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,102858.125,0
4,100000,315360000,0.12,100,10,8,100,32,0,0,0,0,1139077.25,89
4,100000,315360000,0.48,100,10,8,120,32,0,0,0,0,2269745.125,66
4,100000,315360000,0.08,100,10,8,120,32,0,0,0,0,1307709.125,117
4,100000,315360000,0.44,100,100,100,3,1,4294967295,0,100,0,178.06999999998303,0
4,100000,315360000,0.16,100,10,8,120,32,0,0,0,0,1431092,96
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045095.125,98
4,100000,315360000,0.44,100,100,100,3,1,4294967295,0,100,0,173.65999999998704,0
4,100000,315360000,0.56,100,10,8,120,32,0,0,100,0,461335.375,0
4,100000,315360000,0.32,100,10,8,120,32,0,0,0,0,1765605,81
4,100000,315360000,0.24,100,10,8,120,32,0,0,0,0,1580609.5,79
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,210.77999999995328,0
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,543.5099999996507,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,528626.625,0
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045081.25,90
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,88290.375,0
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502060.5,91
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,271.8299999998978,0
4,100000,315360000,0.35999998,100,10,8,120,32,0,0,0,0,1875476.75,65
4,100000,315360000,0.39999998,100,10,8,120,32,0,0,0,0,2000104.625,67
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,14163.375,0
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502043.875,92
4,100000,315360000,0.48,100,10,8,80,32,0,0,100,0,23419.25,0
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,271.9099999998977,0
4,100000,315360000,0.44,100,10,8,100,32,0,0,69,0,1500128.25,47
4,100000,315360000,0.39999998,100,10,8,80,32,0,0,100,0,205193.875,0
4,100000,315360000,0.48,100,10,8,120,32,0,0,0,0,2286954.125,55
4,100000,315360000,0.56,100,10,8,80,32,0,0,100,0,4472.875,0
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003764.625,100
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4457.000000050865,0
4,100000,315360000,0.24,100,10,8,120,32,0,0,0,0,1580612.875,83
4,100000,315360000,0.52,100,100,100,3,1,4294967295,0,100,0,111.36000000002007,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,536601.625,0
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,112298.875,0
4,100000,315360000,0.04,100,10,8,120,32,0,0,0,0,1253773.625,117
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,88672.125,0
4,100000,315360000,0.12,100,10,8,120,32,0,0,0,0,1366593.75,105
4,100000,315360000,0.35999998,100,10,8,100,32,0,0,0,0,1563320.75,65
4,100000,315360000,0.16,100,10,8,120,32,0,0,0,0,1431058.75,89
4,100000,315360000,0.24,100,10,8,120,32,0,0,0,0,1580623,77
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,14075.375,0
4,100000,315360000,0.32,100,10,8,80,32,0,0,2,0,1134818.75,52
4,100000,315360000,0.59999996,100,10,8,80,32,0,0,100,0,1609.5,0
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003770.875,100
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,214.41999999994997,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,599195,0
4,100000,315360000,0.24,100,10,8,120,32,0,0,0,0,1580585,96
4,100000,315360000,0.12,100,10,8,100,32,0,0,0,0,1139040.25,81
4,100000,315360000,0.16,100,100,100,3,1,4294967295,0,100,0,952.0299999992792,0
4,100000,315360000,0.44,100,100,100,3,1,4294967295,0,100,0,178.1999999999829,0
4,100000,315360000,0,100,10,8,120,32,0,0,0,0,1204308.125,120
4,100000,315360000,0,100,10,8,120,32,0,0,0,0,1204301.75,120
4,100000,315360000,0.12,100,10,8,100,32,0,0,0,0,1139057.25,87
4,100000,315360000,0.44,100,10,8,80,32,0,0,100,0,54241.375,0
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,543.8299999996505,0
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,87016.875,0
4,100000,315360000,0.32,100,100,100,3,1,4294967295,0,100,0,341.7199999998342,0
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045089,88
4,100000,315360000,0.08,100,10,8,120,32,0,0,0,0,1307668.5,99
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4425.920000050187,0
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4357.8000000487,1
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,212.92999999995132,0
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,706.9599999995021,0
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4351.750000048568,0
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4371.250000048994,0
4,100000,315360000,0.56,100,10,8,120,32,0,0,100,0,438646.125,0
4,100000,315360000,0.44,100,100,100,3,1,4294967295,0,100,0,180.53999999998078,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,664599.75,0
4,100000,315360000,0.44,100,10,8,120,32,0,0,0,0,2142567.375,63
4,100000,315360000,0.44,100,10,8,100,32,0,0,69,0,1479183.875,0
4,100000,315360000,0,100,10,8,120,32,0,0,0,0,1204329.25,120
4,100000,315360000,0.56,100,10,8,80,32,0,0,100,0,4223.375,0
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003769.25,100
4,100000,315360000,0.48,100,10,8,80,32,0,0,100,0,21923.75,0
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003795.25,100
4,100000,315360000,0,100,10,8,120,32,0,0,0,0,1204305.375,120
4,100000,315360000,0.39999998,100,10,8,120,32,0,0,0,0,2000083.125,64
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4550.960000052916,0
4,100000,315360000,0.08,100,10,8,120,32,0,0,0,0,1307662.125,109
4,100000,315360000,0.32,100,10,8,120,32,0,0,0,0,1765591.375,66
4,100000,315360000,0.52,100,100,100,3,1,4294967295,0,100,0,113.49000000002115,0
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,82258.125,0
4,100000,315360000,0.39999998,100,10,8,80,32,0,0,100,0,223564.5,0
4,100000,315360000,0.28,100,10,8,120,32,0,0,0,0,1668003.25,72
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,121626,0
4,100000,315360000,0.35999998,100,10,8,120,32,0,0,0,0,1875466.75,78
4,100000,315360000,0.59999996,100,10,8,80,32,0,0,100,0,1642.5,0
4,100000,315360000,0.16,100,10,8,80,32,0,0,0,0,954425.75,66
4,100000,315360000,0.56,100,10,8,120,32,0,0,100,0,386548.25,0
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,94361.25,0
4,100000,315360000,0,100,10,8,80,32,0,0,0,0,803184.625,80
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045055.5,97
4,100000,315360000,0.39999998,100,10,8,100,32,0,0,0,0,1646586.375,59
4,100000,315360000,0.24,100,10,8,100,32,0,0,0,0,1317424.25,69
4,100000,315360000,0.35999998,100,10,8,100,32,0,0,0,0,1563310.625,56
4,100000,315360000,0.44,100,10,8,120,32,0,0,0,0,2142543.375,52
4,100000,315360000,0.04,100,10,8,80,32,0,0,0,0,836158,77
4,100000,315360000,0.39999998,100,10,8,120,32,0,0,0,0,2000089.625,68
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,530670.875,0
4,100000,315360000,0.24,100,10,8,120,32,0,0,0,0,1580615.5,83
4,100000,315360000,0.12,100,10,8,80,32,0,0,0,0,911351.75,67
